Text	Country by Zone	Country by Location	Lang	Drug	Annotated Text	Semantic Type
OxyContin makes me feel gross	Pacific Time (US & Canada)	"Portland, OR"	en			
@politico You mean the opioid epidemic pushed forward by big Pharma? if you want to start executing OxyContin CEO's I'm totally down	Pacific Time (US & Canada)	"Denver, CO"	en			
Gonna do a bunch of oxycontin so I can finally understand how my dog feel about me	Brasilia		en			
My philosophy prof said we can tell when a dog loves someone because when they see them their brain releases a chemical called oxycontin	Brasilia		en			
@jimrome @CBSSportsRadio  Jim no Oxycontin that's some BS.#somebodycallsomebody	Central Time (US & Canada)		en			
@WhiteHouse Is it true that Trump is calling for the death penalty for the the manufactures and distributors of OxyContin?		"Oakland, CA"	en			
"@SoquelCreek @igorvolsky @AdamKinzinger Oxycontin whacks about 60,000+ people per year = 164+ people per day."	Pacific Time (US & Canada)	"California, USA"	en			
@realDonaldTrump Are you going to recommend the death penalty for the Sackler family who's made billions off of oxycontin?	Pacific Time (US & Canada)	"Bay Area, California"	en			
OxyContin and heavy syrup got me looking in the mirror like are you the dope fein or the dope boy		GONE	en			
"Percocet hit you so hard, might drop ya juice gin🤧"	Alaska	"Pigeon Town, New Orleans"	en			
"Birds in the trap sing Brian McKnight
Percocet and Codeine please don't take my life"	Pacific Time (US & Canada)		en			
@1future can you please drop the lean and Percocet so we can get married already cuz I bet you can handle my attitude 💍	Pacific Time (US & Canada)	"Las Vegas, NV"	en			
percocet got me moon walkin	Pacific Time (US & Canada)	im wherever da money at..	en			
Let’s take a Percocet test .. probably fail that bitch 😎	Pacific Time (US & Canada)	"Fort Lauderdale, FL"	en			
Be his Percocet😈🙃	Central Time (US & Canada)	HTX	en			
“I’ll fuck a vegan bitch. She poppin Percocet like flak seed” 😂😂😂	Eastern Time (US & Canada)	Krooked County Asylum	en			
They kicked me out the plane off a percocet	Pacific Time (US & Canada)		en			
Percocet and codeine please don't take my life			en			
percocet N molly make ya touch ya toes	Quito		en			
Fuck that bitch and give her back like she unfit for me	Pacific Time (US & Canada)	"Columbus, Ohio Zone4 "	en			
c class fuck that percocet		dtx.	en			
"I put my pain in a backwood, his body count 0 he a westbrook, hit the pot wit the left hook, ima dog, ima fuckin wolf"	Pacific Time (US & Canada)	"Columbus, Ohio Zone4 "	en			
"I keep mixing up Prozac, Prilosec, and Percocet"	Eastern Time (US & Canada)	honda civic wet dream	en			
@1future Too much Percocet and Molly??		"Glasgow, Scotland"	en			
I'm taking a percocet for the pain. These kids rap about it. Am I bout to be on the struggle bus?	Eastern Time (US & Canada)	"Kentucky, USA"	en			
bro 😂😂😂 so my mom and her friends swear fergie was on percocet and that’s why the anthem was 🚮		"Austin, TX"	en			
@DrHollyHolmes @novacarerx Pharmacist need to step up to the plate more when they see this kind of Polypharmacy and more legal Say also.			en			
@novacarerx True!! The game of inappropriate polypharmacy one-upsmanship is very dangerous!!!	Eastern Time (US & Canada)		en			
Header 👀 @vico_vuso	Pacific Time (US & Canada)	"Pretoria, South Africa"	en			
@VicoSotto Dami Kong tawa dun ha mga 32.but then it’s true.keep up the good job Vico and god bless!		"Victorville, CA"	en			
@HardyNicole I’ll take some Vicodin straight to my veins	Pacific Time (US & Canada)	VEGAS✈️Kutztown University'18	en			
@WhosMental My daughter Vicodin want to give a shout out!!	Pacific Time (US & Canada)	"New Hampshire, USA"	en			
vicodin makes me sooo tired every time i take it i’m like lol i’m dumb	Pacific Time (US & Canada)	"California, USA"	en			
Just took Vicodin		"Manhattan, NY"	en			
"@EF517_V2 Interesting if true but vicodin only dulled my pain, never completely relieved it."	Pacific Time (US & Canada)		en			
"The rupture of an ovarian cyst is usually self-limiting, and only requires expectant management and analgesics."	Kyiv	Newcastle	en			
@good_grandma @NBCNews Neuropathic pain not responding to non narcotic analgesics..			en			
"Although medicines are commonly prescribed for the treatment of sciatica, evidence for analgesics is poor."	Kyiv	United States	en			
"Kinda miss my doc in Pantai Hosp, he even said, just ask me any drugs you need, but no narcotics. When I was having trouble sleeping. LOL."	Kuala Lumpur		en			
"3 persons, including 2 foreign nationals arrested with drugs in south Mumbai by police's Anti Narcotics Cell."	New Delhi	"Tamil Nadu, India"	en			
My wife had her tubes tied today. Even under narcotics and anesthesia she denied me a box of heritage 😂		"Colorado Springs, CO"	en			
"Lmfao nosa let me chill I’m a responsible, bank utilizing person who saves his money and doesn’t purchase narcotics

😁😁"	Eastern Time (US & Canada)	"Brockton, MA"	en			
@andylassner Same thing happened to a family member of mine. Originally the opiates were legit prescriptions. Same with you?			en			
@jaketapper ACTUAL big pharma Opiates ARE the new opiates of the masses	Pacific Time (US & Canada)	Both Coasts	en			
@redmondlonghorn Then why is the Midwest coming home from jobs in the service industry and overdosing from opiates?	Central Time (US & Canada)	"Michigan, USA"	en			
achievement unlocked: video call with mom while stoned off my ass on opiates	Helsinki	Finland	en			
"@williamlegate 30,000+/year guns and 35,000+/year from opiates."	Arizona	In my skin	en			
@Atlantian0209 @IWillRedPillYou @realDonaldTrump @ICEgov Cannabis is not on His agenda.That would be opiates.😎			en			
There has never been a case report of addiction while person is already taking opiates rules out virtually all cpp. #opioidcrisis	Eastern Time (US & Canada)	"Raleigh, NC"	en			
@aquiroga72 @mollyklabik @AdamNewman913 @CNN That stems from frivolous prescribing of opiates by doctors and the pharmaceutical industry.	London	I'm in a magical garden.	en			
@WYP_PCSO143 @WYP_SoftleySgt @wyp_Inspkhan @WYP_PC27FOSTER Filth? I hope you get this excited over finding illegally gained opiates. 🙄		"New York, NY"	en			
"@reversechapter @KellyannePolls Bolling’s son abuses opiates and dies, therefore the sick legitimate users are punished. Got it 👍"		"Colorado, USA"	en			
@carlquintanilla @djheakin @CNBC @SquawkAlley Save steel families embroiled in the opiates disaster?		"Bow Mar, CO"	en			
"@WYP_PCSO143 @WYP_PC27FOSTER While you were wasting your resources on bud, how many people were overdosing on heroin and opiates??  #wakeup"			en			
"@dmaxter1200 @realDonaldTrump Hey check it out, read educate yourself, ignorance is not bliss. They are all opiates!!"			en			
@_Gibby90 They sensations are infused with opiates from Afghanistan		"Scotland, United Kingdom"	en			
"Republicans -
Gun debate: don't punish law-abiding people for actions of others
Opioid debate: stop all these medications now!
?????"	Eastern Time (US & Canada)	"Charleston, SC"	en			
@realDonaldTrump Doctors need to not be allowed to prescribe opioid medications for none life threatening conditions.			en			
@realDonaldTrump Let’s not forget chronic pain patients are dying over not having their medications.	Quito	null	en			
"Hell, at that age, he already has the concept that the pain might go away with medications. That's how desperate he is."	Taipei	Philippines	en			
Addicted to Benzos		"San Francisco, CA"	en			
@pll_halebb Whoa 😱😱😱😱 Cutie 😍😍😍😍😍😍		"Michigan, USA"	en			
"98 days sober 
266 days no benzos 

Im proud of me

#doingthisforme
#iwillbeatthis
#almostrelapsedagain
#painisreal
#noonewillmakemedrink"	Pacific Time (US & Canada)		en			
@Forever_Benzos Thank you sis!! ❤️❤️❤️💜	Newfoundland	06/03 & 12/02	en			
These benzos really fuckin me up smh	Central Time (US & Canada)	MIA	en			
@cameron_kasky so much for never again. Always again until RxDrug epidemic of psychotic suicide homicide effects are addressed #SSRI #Benzos	Atlantic Time (Canada)	"New Jersey, USA"	en			
@pietersbuttah Happy Birthday To My Girl Tish 🎉🎈🎊🎂		"Michigan, USA"	en			
"#NeverAgain .. until today, tomorrow, next week, next year. Always again until RxDrugs w/ psychotic side effects are addressed #SSRI #Benzos"	Atlantic Time (Canada)	Jersey Girl gone Global	en			
"Benzos include but are not limited to: Xanax, Klonopin, Valium, Ativan."	Central Time (US & Canada)	black lives matter	en			
*questions if people actually want my friendship as I eat a salad plate full of benzos*	London	www.paypal.me/ichimiri	en			
I'm never travelling anywhere by plane again without a big bag full of Benzos for me to pop like skittles.	Casablanca		en			
@Forever_Benzos Thank you❤️❤️		Met 8 of the cast😭🌟	en			
"@ronboutwell Right, everyone is on benzos and ssri and pain pills and its movies and video games to blame"	Eastern Time (US & Canada)	"woodstock, Georgia"	en			
When i take benzos for my anxiety i can't stop rolling up	Eastern Time (US & Canada)	"Chicago, il"	en			
"@Forever_Benzos Me 2 miss you😄❤️ I'm fine thanks, how are u?"	Quito	NYC (Cenation City)	en			
benzos got me itchy af	Pacific Time (US & Canada)	"Nablus, Palestine"	en	benzos	itchy	ADR
@Mad_Catur Benzos and a shit ton of cannabis plus some alcohol as needed are getting me through	Alaska	Chinook/Kalapuya Territory	en			
"Chronic use of certain sedative-hypnotic drugs, especially the benzodiazepines, may cause irritablebowel-like symptoms."	Bucharest	London	en	benzodiazepine	irritable bowel	ADR
"@Buster3640 Keep on crawling, but lay off the benzodiazepines ;-)"	Pacific Time (US & Canada)	Black CountrySomewhere	en			
"@LilyAdamsXo I'm curious. Is it specifically Xanax you have a problem with or all benzodiazepines?

I'm guessing the later but just curious."		Wonderland	en			
"@PharmaFactz Why Lorazepam? Benzodiazepines are given before Phenytoin, but the question specifically mentioned Intravenous use"	Beijing		en			
But yeah. Thank god for copious amounts of benzodiazepines.		Casterly Rock	en			
@schmemybops That’s why god invented benzodiazepines.	Eastern Time (US & Canada)	"New York, NY"	en			
benzodiazepines are my most loved and despised drugs	Pacific Time (US & Canada)	And I'm much obliged to you for making it clear that I'm not here...	en			
"@EdanClay @Rosie @IngrahamAngle @FoxNews Opiates, benzodiazepines, weed"			en			
"@DeusEvola @LampoSampo_ never was big on dmt tbh, i was really big on benzodiazepines tho"	Pacific Time (US & Canada)	💞nooks💞	en			
@kani_o2 Benzodiazepines are a better option. Ke recommend(a) Lorazepam		In Christ	en			
@jackmurphylive Benzodiazepines will be the next opioid crisis.	Pacific Time (US & Canada)	"California, USA"	en			
@1972whufc We do... at the Christmas party... when we get junior doctors to prescribe us all benzodiazepines 😂😂😂😂	Pacific Time (US & Canada)	53 36 0 N 2 18 0 W	en			
I need 100mgs of Prozac and a lethal combination of benzodiazepines just to order a coffee at any establishment.		Craziest Planet 	en			
"Student, stoned on Heroin, Maims Three Unemployed Physicians."	Auckland	Auckland	en			
"Tobacco kills more Americans each year than alcohol, cocaine, crack, heroin, homicide, suicide, car accidents, fire and AIDS combined"	London	"Stratford-Upon-Avon, England"	en			
"Just like nicotine, heroin, morphine
Suddenly, I'm a fiend and you're all I needddd"	Mountain Time (US & Canada)		en			
@adamcurry naloxone is narcans  evil step mother it is used to curb cravings and block the effects of opioids.			en			
@IJSbignose The tramadol really hates me 🙁		Lancing England 	en			
@Teelovey I know. 😂😂 I just took tramadol 😥			en			
"@johncheese I myself enjoy ""may sometimes cause intense vomiting"" tramadol for my neck."		"Pennsylvania, USA"	en	tramadol	vomiting	ADR
@bruceandbeth Poor thing. Was he on tramadol after his op?	Pacific Time (US & Canada)	"Scotland, United Kingdom"	en			
@MICKEYLEE2009 Bent over barbell rows I shall never do that exercise again! Lucky we have Tramadol in our gaff 🙌🏼	Amsterdam	"Camborne, England"	en			
@ShaneIsJenny @daffodil7151 OMG!!! Tramadol?	Asia/Manila		en			
I can’t even get drunk cuz I gotta take my damn tramadol for these cramps. I’m so irritated! 😤😤😤😤😤	Pacific Time (US & Canada)	"Baltimore, MD"	en			
@Beardmong Bit of Erythromycin and tramadol you’ll be laughing			en			
someone give me tramadol thanks	Dublin	Ireland I guess 	en			
My dick is so fucking hard right now. I havnt felt a hoes touch in 22 minutes. Im going to take some tramadol so i can get some sort of high			en			
Tramadol diet rn	Arizona	everywhere	en			
Try cranking out the lyrics for an entire album while taking Tramadol. It makes the words flow very freely. #HorribleWriteTip	America/Chicago	Oklahoma City	en			
"Really need to go get my prescription. 
Like half hour ago. C’mon gal! #Fibromialgia #fatigue #tramadol #wrapupwarm"		South West London	en			
ALL THIS STRESS. I NEED TO POP A TRAMADOL FUCKING HELL		Barbados aka West London	en			
Force fields up Arm photon torpedoes hydromorphone getting glassed crystal joint #AlexThat Alexie Slatta Just got KWD-INU-PRF-1803020605	Eastern Time (US & Canada)		en			
Hello hydromorphone.	Central Time (US & Canada)	Migrating	en			
This dromedary needs Oxymorphone!	Pacific Time (US & Canada)	"Oklahoma, USA"	en			
This canary needs Oxymorphone!	Pacific Time (US & Canada)	"Oklahoma, USA"	en			
"The rupture of an ovarian cyst is usually self-limiting, and only requires expectant management and analgesics."	Kyiv	Newcastle	en			
@good_grandma @NBCNews Neuropathic pain not responding to non narcotic analgesics..			en			
"Although medicines are commonly prescribed for the treatment of sciatica, evidence for analgesics is poor."	Kyiv	United States	en			
