	PMID	CUI1	PTerm1	CUI2	PTerm2	CUI3	PTerm3	CUI4	PTerm4	CUI5	PTerm5	CUI6	PTerm6	CUI7	PTerm7	CUI8	PTerm8	CUI9	PTerm9	CUI10	PTerm10	CUI11	PTerm11	CUI12	PTerm12	CUI13	PTerm13	CUI14	PTerm14	CUI15	PTerm15	CUI16	PTerm16	CUI17	PTerm17	CUI18	PTerm18	CUI19	PTerm19	CUI20	PTerm20	CUI21	PTerm21	CUI22	PTerm22	CUI23	PTerm23	CUI24	PTerm24	CUI25	PTerm25	CUI26	PTerm26	CUI27	PTerm27	CUI28	PTerm28	CUI29	PTerm29	CUI30	PTerm30	CUI31	PTerm31	CUI32	PTerm32	CUI33	PTerm33	CUI34	PTerm34	CUI35	PTerm35	CUI36	PTerm36
2647	1181290	C0700285	Drug addict	C2945640	compromise	C1306597	Psychiatric problem																																																																		
2648	1181289	C0038435	Stress	C0858353	addicted to heroin	C3843765	65+	C2939186	Disturbance in mood	C1444656	Indicated	C0026516	Mood (psychological function)	C0038435	Stress	C0002957	Anger																																																								
2649	1179999	C0003507	Aortic Valve Stenosis	C0497247	Increase in blood pressure	C0085639	Falls	C0028778	Obstruction																																																																
2650	1178064	C0424099	Reduced concentration																																																																						
2651	1176235	C0013146	Drug abuse	C0085281	Addictive Behavior	C0013146	Drug abuse	C3844638	Either	C0150312	Present	C0278080	Physical addiction	C0013146	Drug abuse	C0004268	Attention																																																								
2652	1176234	C0162340	Comprehension	C0162340	Comprehension	C0014007	Employment Termination	C0474416	Disruptive Behavior	C0281875	Illicit medication use	C0184512	Stabilized (qualifier value)																																																												
2653	1176233	C4297007	Decrease dose	C0277786	Chief complaint (finding)	C0087169	Withdrawal Symptoms	C0004448	Awareness	C0277786	Chief complaint (finding)																																																														
2654	1176232	C0023185	Learning	C0004268	Attention	C1444656	Indicated	C0240320	medication use																																																																
2655	1176226	C3840799	Very likely	C0013146	Drug abuse	C0557075	Has religious belief	C0003646	Aptitude	C0013658	Educational Status																																																														
2656	1175344	C0086045	Mental concentration	C1705232	Death Related to Adverse Event																																																																				
2657	1173201	C0150312	Present																																																																						
2658	1172350	C3842674	Day 5	C0220929	Mental tolerance	C0220929	Mental tolerance	C0020517	Hypersensitivity	C0596131	audiogenic seizure																																																														
2659	1171490	C0007370	Catalepsy	C1135206	Late effects of cerebrovascular disease, alterations of sensations																																																																				
2660	1170585	C1962977	Pain NOS Adverse Event	C0423896	Feeling content	C4035626	3 times	C4035626	3 times	C0162703	Pain Threshold	C0948482	analgesic effect	C1273517	Used by	C0850310	Possessed																																																								
2661	1168361	C0332128	Examined																																																																						
2662	1168354	C3842953	> 24 hrs	C0413398	Accidental decapitation	C2825142	Experimental Result	C1444775	Sharp sensation quality																																																																
2663	1168352	C0948482	analgesic effect	C2825142	Experimental Result	C0162703	Pain Threshold	C0344307	Absence of pain sensation																																																																
2664	1168251	C0278080	Physical addiction	C1273517	Used by	C0087169	Withdrawal Symptoms	C0439857	Dependence	C0278080	Physical addiction	C1457883	Aggressive reaction	C0278080	Physical addiction	C0278080	Physical addiction																																																								
2665	1167767	C1273517	Used by	C2128643	analgesia techniques	C0001721	Affect (mental function)	C1368999	Late effect of medical intervention	C0337246	Contact with machinery																																																														
2666	1167757	C0150312	Present	C3841605	Hemodialysis - arteriovenous fistula	C0003504	Aortic Valve Insufficiency	C0150312	Present	C0035078	Kidney Failure	C3838679	4+ Answer to question	C0919726	Postoperative hypertension	C0020461	Hyperkalemia	C0150312	Present	C0518609	consideration																																																				
2667	1167751	C3845594	Slight change	C0235195	Sedated state	C0235063	Respiratory Depression																																																																		
2668	1167743	C0220929	Mental tolerance	C1720436	Under anesthesia	C1963247	Ventricular Tachycardia Adverse Event	C1963247	Ventricular Tachycardia Adverse Event	C0232201	Sinus rhythm																																																														
2669	1167727	C0429627	Oxygen uptake	C0578757	Good neonatal condition at birth	C0582051	Feels warm	C0241335	TEMPERATURE DECREASE	C0442797	Decreasing	C0205160	Negative	C0150312	Present	C1821461	Close Relationship	C0150312	Present	C0683317	activity level	C0150312	Present	C0020578	Hyperventilation	C0150312	Present	C2911692	Response (communication)	C0036973	Shivering																																										
2670	1166723	C1113663	cell dimension	C0033213	Problem	C0558058	Reflecting	C3846405	E & S																																																																
2671	1163370	C0015934	Fetal Growth Retardation	C0349482	High birth weight	C0858353	addicted to heroin	C3843156	Less often	C1859778	Postnatal growth retardation	C2985271	Appropriate for Gestational Age	C3843708	29+	C0460089	Duration of gestation	C0015934	Fetal Growth Retardation	C0558058	Reflecting	C0184511	Improved	C0151317	Chronic infectious disease	C1408353	Undiagnosed	C0009450	Communicable Diseases	C0001721	Affect (mental function)																																										
2672	1163368	C2239178	Newborn (finding)	C2239178	Newborn (finding)	C3843766	<50	C4288557	One Activity Hour	C2700617	Irritation - emotion	C0677049	Does suck	C0085628	Stupor	C0677049	Does suck	C2700617	Irritation - emotion	C0003808	Arousal	C1363945	Therapy Object (animal model)	C2239178	Newborn (finding)																																																
2673	1163367	C2825032	Withdrawal (dysfunction)	C1443086	Alertness	C0233413	Attentiveness	C2700617	Irritation - emotion	C0003808	Arousal	C0150312	Present	C0589120	Follow-up status																																																										
2674	1163366	C1457887	Symptoms	C0436345	Symptom severe	C1457887	Symptoms	C0730553	History of abuse																																																																
2675	1163365																																																																								
2676	1163360	C0086045	Mental concentration	C3842675	Day 3	C0237607	Practice Experience	C0436343	Symptom mild	C0436345	Symptom severe	C0087169	Withdrawal Symptoms	C1319166	Symptom severity level	C0085639	Falls																																																								
2677	1158427	C0344307	Absence of pain sensation	C0344307	Absence of pain sensation																																																																				
2678	1156018	C0879626	Adverse effects	C0683954	research results	C0278080	Physical addiction	C0220929	Mental tolerance																																																																
2679	1156015	C1273517	Used by	C0013781	Shock from electric current	C0036974	Shock	C1299583	Independently able	C0036974	Shock	C1299583	Independently able	C0036974	Shock	C0009649	Conditioning, Classical	C0036974	Shock	C1299583	Independently able	C0036974	Shock	C3844638	Either	C0009649	Conditioning, Classical	C1299583	Independently able	C0036974	Shock																																										
2680	1155817	C2825142	Experimental Result	C0150312	Present	C3846354	Positive / Elevated	C0281875	Illicit medication use	C0014457	Eosinophilia																																																														
2681	1155772	C1273517	Used by	C1273517	Used by	C0699809	Does carry	C1273517	Used by	C0412771	Spontaneous respiration	C2825142	Experimental Result	C2825142	Experimental Result	C2825142	Experimental Result	C2825142	Experimental Result	C0425462	Method of breathing	C1273517	Used by																																																		
2682	1155254	C1509143	Physical assessment findings	C0683954	research results	C2825142	Experimental Result																																																																		
2683	1153614	C0023185	Learning	C3843766	<50	C3844638	Either																																																																		
2684	1153612	C3843766	<50	C3843766	<50	C2825142	Experimental Result	C0007370	Catalepsy	C0870186	avoidance																																																														
2685	1153608	C0080194	Muscle strain	C2676137	Diamond-Blackfan Anemia 1	C2825142	Experimental Result	C0205160	Negative																																																																
2686	1149486	C0518087	Pain level	C3533236	Mean score	C3533236	Mean score	C1273937	Not significant																																																																
2687	1149485	C0020615	Hypoglycemia	C0858734	insulin hypoglycemia	C0020615	Hypoglycemia																																																																		
2688	1149422	C0162425	Intention - mental process	C0150075	Disturbed sensory perception	C0562366	Peer Pressure	C0562366	Peer Pressure	C0679105	pleasurable emotion	C0562366	Peer Pressure																																																												
2689	1149415	C0442726	Detected (finding)																																																																						
2690	1148078	C0040583	Tracheal Stenosis	C0039980	Thoracic Injuries	C1273517	Used by	C1260922	Abnormal breathing																																																																
2691	1148075	C0858786	toxic symptom	C0013144	Drowsiness	C0004063	Assault	C0020649	Hypotension	C0009566	Complication	C0428896	Stable blood pressure	C0332219	Easy	C0080274	Urinary Retention	C0344307	Absence of pain sensation																																																						
2692	1143352	C0231275	Cold exposure	C3838679	4+ Answer to question	C3842676	Day 2	C0948482	analgesic effect	C1332555	Biphasic Pattern	C0220929	Mental tolerance																																																												
2693	1136692	C0014518	Toxic Epidermal Necrolysis	C0020672	Hypothermia, natural	C1704632	Disease Response	C0150312	Present																																																																
2694	1133711	C3843504	1 - 3	C3843504	1 - 3	C3843504	1 - 3	C3843504	1 - 3	C0150312	Present	C3843504	1 - 3																																																												
2695	1132368	C0870281	Chronic mental disorder	C0011253	Delusions	C0349204	Nonorganic psychosis	C0332218	Difficult (qualifier value)	C0033213	Problem	C0278060	Mental state	C0728899	Intoxication																																																										
2696	1129354	C0560453	Does jump	C0036974	Shock	C0012632	Discrimination (process of differentiation)	C0036974	Shock	C0948482	analgesic effect																																																														
2697	1129350	C0036974	Shock	C0020517	Hypersensitivity	C1962977	Pain NOS Adverse Event																																																																		
